id,wd_id,wp_id,slug,name,occupation,prob_ratio,gender,twitter,alive,l,hpi_raw,bplace_name,bplace_lat,bplace_lon,bplace_geonameid,bplace_country,birthdate,birthyear,dplace_name,dplace_lat,dplace_lon,dplace_geonameid,dplace_country,deathdate,deathyear,bplace_geacron_name,dplace_geacron_name,is_group,l_,age,non_en_page_views,coefficient_of_variation,hpi
61404,Q40026,61404,Sylvester_Stallone,Sylvester Stallone,ACTOR,0.0,M,TheSlyStallone,True,101,31,New York City,40.71274,-74.005974,645042.0,United States,1946-07-06,1946.0,,,,,,,,United States,,False,16.45956753389386,74.0,3850515.0,2.835032221394933,88.47094681035666
41906,Q41163,41906,Al_Pacino,Al Pacino,ACTOR,0.0,M,,True,103,30,New York City,40.71274,-74.005974,645042.0,United States,1940-04-25,1940.0,,,,,,,,United States,,False,8.388658428598818,80.0,3479642.0,4.938784213136394,85.59872781915985
19903,Q34012,19903,Marlon_Brando,Marlon Brando,ACTOR,0.0,M,MarlonBrando,False,131,30,"Omaha, Nebraska",41.25,-96.0,46159.0,United States,1924-04-03,1924.0,Los Angeles,34.05,-118.25,18110.0,United States,2004-07-01,2004.0,United States,,False,7.8156013133680755,96.0,2183216.0,5.925581628567542,85.15919032320492
20913302,Q36949,20913302,Robert_De_Niro,Robert De Niro,ACTOR,0.0,M,,True,107,30,New York City,40.71274,-74.005974,645042.0,United States,1943-08-17,1943.0,,,,,,,,United States,,False,8.425678939377516,77.0,3366281.0,4.926535229568926,84.73577521545765
20584,Q48337,20584,Morgan_Freeman,Morgan Freeman,ACTOR,0.0,M,,True,102,30,"Memphis, Tennessee",35.1175,-89.97111111,48607.0,United States,1937-06-01,1937.0,,,,,,,,United States,,False,8.619710462059635,83.0,1957778.0,4.775427155919355,84.40889424966643
69861,Q104027,69861,Kirk_Douglas,Kirk Douglas,ACTOR,0.0,M,,False,76,29,"Amsterdam (city), New York",42.95,-74.18333333,259891.0,United States,1916-12-09,1916.0,"Beverly Hills, California",34.07305556,-118.39944444,75346.0,United States,2020-02-05,2020.0,United States,,False,6.787812159412907,104.0,3841194.0,4.666415390351499,83.89697634619638
16273,Q102462,16273,James_Stewart,James Stewart,ACTOR,0.0,M,,False,82,29,"Indiana, Pennsylvania",40.61666667,-79.15,132733.0,United States,1908-05-20,1908.0,"Beverly Hills, California",34.07305556,-118.39944444,75346.0,United States,1997-07-02,1997.0,United States,,False,11.673698612040292,112.0,649517.0,3.035445074559242,83.75465267940528
104940,Q26806,104940,Danny_DeVito,Danny DeVito,ACTOR,0.0,M,DannyDeVito,True,75,29,"Neptune Township, New Jersey",40.212438,-74.054017,125493.0,United States,1944-11-17,1944.0,,,,,,,,United States,,False,13.615501982574738,76.0,758353.0,2.637967313462936,82.87444235451562
42148,Q42930,42148,Dustin_Hoffman,Dustin Hoffman,ACTOR,0.0,M,,True,89,29,Los Angeles,34.05,-118.25,18110.0,United States,1937-08-08,1937.0,,,,,,,,United States,,False,8.012483821108665,83.0,1224991.0,4.469893088993817,82.3728817414938
493900,Q49004,493900,Patrick_Swayze,Patrick Swayze,ACTOR,0.0,M,,False,71,29,Houston,29.76277778,-95.38305556,13774.0,United States,1952-08-18,1952.0,Los Angeles,34.05,-118.25,18110.0,United States,2009-09-14,2009.0,United States,,False,10.815764437848138,68.0,3218897.0,2.861407241009418,82.16585049473844
18622157,Q83359,18622157,James_Dean,James Dean,ACTOR,0.0,M,,False,84,29,"Marion, Indiana",40.54916667,-85.66472222,112280.0,United States,1931-02-08,1931.0,"Cholame, California",35.72388889,-120.29555556,2380056.0,United States,1955-09-30,1955.0,United States,,False,7.546378368459968,89.0,1309862.0,4.615326163435431,82.00066907958274
78781,Q119798,78781,Michael_Douglas,Michael Douglas,ACTOR,0.0,M,,True,83,28,"New Brunswick, New Jersey",40.486678,-74.444414,125433.0,United States,1944-09-25,1944.0,,,,,,,,United States,,False,7.206190358950772,76.0,2318811.0,4.829506033189079,81.49425357262194
44059,Q81328,44059,Harrison_Ford,Harrison Ford,ACTOR,0.0,M,,True,91,28,Chicago,41.88194444,-87.62777778,6886.0,United States,1942-07-13,1942.0,,,,,,,,United States,,False,6.131205878374847,78.0,1953871.0,5.450048819861337,81.0916636855903
67404,Q82110,67404,Steven_Seagal,Steven Seagal,ACTOR,0.0,M,sseagalofficial,True,125,28,"Lansing, Michigan",42.73361111,-84.54666667,18538.0,United States,1952-04-10,1952.0,,,,,,,,United States,,False,8.561119705538196,68.0,1575328.0,5.337653137997807,80.49465649839615
16521,Q167520,16521,Jon_Voight,Jon Voight,ACTOR,0.0,M,jonvoight,True,93,28,"Yonkers, New York",40.94138889,-73.86444444,93557.0,United States,1938-12-29,1938.0,,,,,,,,United States,,False,6.195737853012268,82.0,847869.0,5.537918021817093,79.85166380390916
154698,Q40096,154698,Will_Smith,Will Smith,ACTOR,0.0,M,,True,103,28,Philadelphia,39.95277778,-75.16361111,50585.0,United States,1968-09-25,1968.0,,,,,,,,United States,,False,13.349739267508449,52.0,4082616.0,3.33666369281843,79.82536305127148
44849,Q35332,44849,Brad_Pitt,Brad Pitt,ACTOR,0.0,M,,True,118,28,"Shawnee, Oklahoma",35.3425,-96.93388889,130547.0,United States,1963-12-18,1963.0,,,,,,,,United States,,False,8.804548117073315,57.0,5405127.0,5.079432528223316,79.80321042350039
415175,Q178166,415175,Vin_Diesel,Vin Diesel,ACTOR,0.0,M,vindiesel,True,90,28,"Alameda County, California",37.65,-121.91,79752.0,United States,1967-07-18,1967.0,,,,,,,,United States,,False,15.249355801155442,53.0,2755872.0,2.729616876258756,79.68357546845019
49706,Q41871,49706,Paul_Newman,Paul Newman,ACTOR,0.0,M,,False,87,28,"Shaker Heights, Ohio",41.47638889,-81.55166667,129120.0,United States,1925-01-26,1925.0,"Westport, Connecticut",41.12333333,-73.34694444,256928.0,United States,2008-09-26,2008.0,United States,,False,5.234466841581814,95.0,1075039.0,5.6480773711050825,79.48800949015978
277451,Q213706,277451,Tom_Selleck,Tom Selleck,ACTOR,0.0,M,,True,49,27,Detroit,42.33138889,-83.04583333,8687.0,United States,1945-01-29,1945.0,,,,,,,,United States,,False,10.006952072023235,75.0,731045.0,2.5106085312584083,78.93655748655942
23725,Q484881,23725,Peter_Falk,Peter Falk,ACTOR,0.0,M,,False,54,27,New York City,40.71274,-74.005974,645042.0,United States,1927-09-16,1927.0,"Beverly Hills, California",34.07305556,-118.39944444,75346.0,United States,2011-06-23,2011.0,United States,,False,6.79131092606267,93.0,838761.0,3.529431883947649,78.92680397512683
77491,Q108366,77491,Gregory_Peck,Gregory Peck,ACTOR,0.0,M,,False,79,27,San Diego,32.715,-117.1625,28504.0,United States,1916-04-05,1916.0,Los Angeles,34.05,-118.25,18110.0,United States,2003-06-12,2003.0,United States,,False,5.823536677241163,104.0,677710.0,5.193429987151628,78.76480122084472
54174,Q80938,54174,John_Travolta,John Travolta,ACTOR,0.0,M,,True,98,27,"Englewood, New Jersey",40.891197,-73.972515,124980.0,United States,1954-02-18,1954.0,,,,,,,,United States,,False,6.552887331784502,66.0,2869204.0,5.518085810459932,78.69403616074146
46165,Q80739,46165,Charlton_Heston,Charlton Heston,ACTOR,0.0,M,,False,74,27,"Wilmette, Illinois",42.07722222,-87.72361111,111069.0,United States,1923-10-04,1923.0,"Beverly Hills, California",34.07305556,-118.39944444,75346.0,United States,2008-04-05,2008.0,United States,,False,5.670647366074855,97.0,750560.0,4.725397647990454,78.6713809573203
14045,Q16390,14045,Humphrey_Bogart,Humphrey Bogart,ACTOR,0.0,M,,False,93,27,New York City,40.71274,-74.005974,645042.0,United States,1899-12-25,1899.0,Los Angeles,34.05,-118.25,18110.0,United States,1957-01-14,1957.0,United States,United States,False,5.1332082575212965,121.0,630965.0,6.099649597053533,78.64300509277638
71870,Q37175,71870,Johnny_Depp,Johnny Depp,ACTOR,0.0,M,,True,109,27,"Owensboro, Kentucky",37.75777778,-87.11833333,101247.0,United States,1963-06-09,1963.0,,,,,,,,United States,,False,7.811424290295246,57.0,4950132.0,5.302517623631985,78.4923034319935
31460,Q37079,31460,Tom_Cruise,Tom Cruise,ACTOR,0.0,M,tomcruise,True,104,27,"Syracuse, New York",43.04694444,-76.14444444,28443.0,United States,1962-07-03,1962.0,,,,,,,,United States,,False,7.985676196227213,58.0,4220039.0,5.1819251486318505,78.37133960126141
22196,Q24829,22196,Orson_Welles,Orson Welles,ACTOR,0.0,M,,False,81,27,"Kenosha, Wisconsin",42.58222222,-87.84555556,139221.0,United States,1915-05-06,1915.0,Los Angeles,34.05,-118.25,18110.0,United States,1985-10-10,1985.0,United States,United States,False,5.210287445726792,105.0,717474.0,5.47691413943122,78.36388427322578
100692,Q42101,100692,Denzel_Washington,Denzel Washington,ACTOR,0.0,M,,True,93,27,"Mount Vernon, New York",40.91416667,-73.83055556,127573.0,United States,1954-12-28,1954.0,,,,,,,,United States,,False,7.365135579202866,66.0,1946070.0,4.942776828814333,78.32439215062146
54306,Q172678,54306,Samuel_L._Jackson,Samuel L. Jackson,ACTOR,0.0,M,SamuelLJackson,True,76,27,"Washington, D.C.",38.90472222,-77.01638889,108956.0,United States,1948-12-21,1948.0,,,,,,,,United States,,False,6.59336549053846,72.0,1515544.0,4.678885954534894,78.30574481377754
153956,Q48410,153956,Richard_Gere,Richard Gere,ACTOR,0.0,M,,True,74,27,Philadelphia,39.95277778,-75.16361111,50585.0,United States,1949-08-31,1949.0,,,,,,,,United States,,False,7.035993679022313,71.0,1380667.0,4.534148580778414,78.00770196926356
44359,Q93957,44359,Gary_Cooper,Gary Cooper,ACTOR,0.0,M,,False,78,27,"Helena, Montana",46.59111111,-112.02027778,57842.0,United States,1901-05-07,1901.0,Los Angeles,34.05,-118.25,18110.0,United States,1961-05-13,1961.0,United States,United States,False,5.697262819078457,119.0,481330.0,5.174475082362693,77.99493164599565
256406,Q109324,256406,Christopher_Lloyd,Christopher Lloyd,ACTOR,0.0,M,docbrownlloyd,True,53,27,"Stamford, Connecticut",41.05277778,-73.53888889,256925.0,United States,1938-10-22,1938.0,,,,,,,,United States,,False,5.22952941489708,82.0,1232945.0,4.017861237419507,77.94734840914636
44219,Q42229,44219,Mel_Gibson,Mel Gibson,ACTOR,0.0,M,,True,94,27,"Peekskill, New York",41.28333333,-73.91666667,127579.0,United States,1956-01-03,1956.0,,,,,,,,United States,,False,7.243113670299166,64.0,2241136.0,5.123647598654241,77.88080545772881
68375,Q162389,68375,Tony_Curtis,Tony Curtis,ACTOR,0.0,M,,False,65,27,Manhattan,40.78333333,-73.96666667,45470.0,United States,1925-06-03,1925.0,"Henderson, Nevada",36.0292,-115.0253,124364.0,United States,2010-09-29,2010.0,United States,,False,5.384062190832212,95.0,742394.0,4.563160263096446,77.79379151107663
161266,Q171736,161266,Robert_Duvall,Robert Duvall,ACTOR,0.0,M,,True,72,27,San Diego,32.715,-117.1625,28504.0,United States,1931-01-05,1931.0,,,,,,,,United States,,False,5.459551891671911,89.0,678212.0,5.062449691136887,77.7717060499251
248127,Q170587,248127,Tommy_Lee_Jones,Tommy Lee Jones,ACTOR,0.0,M,,True,72,27,"San Saba, Texas",31.19527778,-98.725,136581.0,United States,1946-09-15,1946.0,,,,,,,,United States,,False,6.747156537636416,74.0,889270.0,4.452166134033016,77.62243629674681
12561,Q150943,12561,Gene_Hackman,Gene Hackman,ACTOR,0.0,M,,True,70,27,"San Bernardino, California",34.1,-117.3,108016.0,United States,1930-01-30,1930.0,,,,,,,,United States,,False,5.301921726227985,90.0,675678.0,5.02521904987451,77.51584883631497
79156,Q191132,79156,Harvey_Keitel,Harvey Keitel,ACTOR,0.0,M,,True,52,27,Brooklyn,40.69277778,-73.99027778,47384.0,United States,1939-05-13,1939.0,,,,,,,,United States,,False,6.481791465572878,81.0,653899.0,3.753083374412077,77.49225076322303
18706,Q193278,18706,Lee_Van_Cleef,Lee Van Cleef,ACTOR,0.0,M,,False,51,27,"Somerville, New Jersey",40.569749,-74.607682,125723.0,United States,1925-01-09,1925.0,"Oxnard, California",34.19138889,-119.1825,108337.0,United States,1989-12-16,1989.0,United States,,False,6.776260430584128,95.0,531802.0,3.726809522211447,77.40641964780102
4537,Q160528,4537,Burt_Lancaster,Burt Lancaster,ACTOR,0.0,M,,False,67,27,Manhattan,40.78333333,-73.96666667,45470.0,United States,1913-11-02,1913.0,Century City,34.05556,-118.41694,534579.0,United States,1994-10-20,1994.0,United States,,False,5.304302170285996,107.0,535470.0,4.740092880910625,77.17864972714204
52711,Q38111,52711,Leonardo_DiCaprio,Leonardo DiCaprio,ACTOR,0.0,M,LeoDiCaprio,True,112,27,Los Angeles,34.05,-118.25,18110.0,United States,1974-11-11,1974.0,,,,,,,,United States,,False,9.97411568482505,46.0,6181855.0,4.712031135427478,76.8906119799765
244932,Q213864,244932,Paul_Walker,Paul Walker,ACTOR,0.0,M,RealPaulWalker,False,89,27,"Glendale, California",34.14611111,-118.255,81602.0,United States,1973-09-12,1973.0,"Santa Clarita, California",34.42,-118.52,6024874.0,United States,2013-11-30,2013.0,United States,,False,11.690574544242104,47.0,4686186.0,3.627510564092688,76.84833385856633
277463,Q20178,277463,Joe_Pesci,Joe Pesci,ACTOR,0.0,M,,True,57,27,"Newark, New Jersey",40.72422,-74.172574,67234.0,United States,1943-02-09,1943.0,,,,,,,,United States,,False,5.838505099145946,77.0,891585.0,4.32413708551774,76.82670526709636
45782,Q71275,45782,Spencer_Tracy,Spencer Tracy,ACTOR,0.0,M,,False,76,27,Milwaukee,43.05,-87.95,53117.0,United States,1900-04-05,1900.0,"Beverly Hills, California",34.07305556,-118.39944444,75346.0,United States,1967-06-10,1967.0,United States,,False,5.35893515086388,120.0,354682.0,5.2971604829356576,76.76291276278968
10482,Q104067,10482,Eli_Wallach,Eli Wallach,ACTOR,0.0,M,,False,57,27,Brooklyn,40.69277778,-73.99027778,47384.0,United States,1915-12-07,1915.0,Manhattan,40.78333333,-73.96666667,45470.0,United States,2014-06-24,2014.0,United States,,False,5.950709526090988,105.0,443396.0,4.299116384303884,76.68808442363233
64962,Q100937,64962,Fred_Astaire,Fred Astaire,ACTOR,0.0,M,,False,83,27,"Omaha, Nebraska",41.25,-96.0,46159.0,United States,1899-05-10,1899.0,Los Angeles,34.05,-118.25,18110.0,United States,1987-06-22,1987.0,United States,United States,False,4.887514370859076,121.0,379676.0,5.847373312961491,76.68190422487618
167790,Q185051,167790,Christopher_Walken,Christopher Walken,ACTOR,0.0,M,,True,61,27,"Astoria, Queens",40.767,-73.921,288692.0,United States,1943-03-31,1943.0,,,,,,,,United States,,False,5.679012241202027,77.0,782615.0,4.445952898244216,76.6336664064966
84829,Q188018,84829,Nick_Nolte,Nick Nolte,ACTOR,0.0,M,,True,64,26,"Omaha, Nebraska",41.25,-96.0,46159.0,United States,1941-02-08,1941.0,,,,,,,,United States,,False,5.202403141301994,79.0,621811.0,4.735037998880601,76.37642262208213
161466,Q184378,161466,Rock_Hudson,Rock Hudson,ACTOR,0.0,M,,False,57,26,"Winnetka, Illinois",42.10611111,-87.73777778,111070.0,United States,1925-11-17,1925.0,"Beverly Hills, California",34.07305556,-118.39944444,75346.0,United States,1985-10-02,1985.0,United States,,False,3.607284931284938,95.0,1275679.0,5.118373912961949,76.21482156158174
68131,Q184572,68131,Martin_Sheen,Martin Sheen,ACTOR,0.0,M,,True,60,26,"Dayton, Ohio",39.75944444,-84.19166667,8253.0,United States,1940-08-03,1940.0,,,,,,,,United States,,False,4.222259340386025,80.0,920657.0,5.105306266616836,76.14013224115895
551643,Q187038,551643,David_Carradine,David Carradine,ACTOR,0.0,M,,False,51,26,Los Angeles,34.05,-118.25,18110.0,United States,1936-12-08,1936.0,Bangkok,13.7525,100.49416667,56615.0,Thailand,2009-06-03,2009.0,United States,,False,5.142674794240646,84.0,659726.0,4.2315248641106855,76.03856557039481
15967,Q294927,15967,Jerry_Lewis,Jerry Lewis,ACTOR,0.0,M,,False,75,26,"Newark, New Jersey",40.72422,-74.172574,67234.0,United States,1926-03-16,1926.0,Las Vegas,36.175,-115.13638889,47737.0,United States,2017-08-20,2017.0,United States,,False,4.778887302452117,94.0,405684.0,5.3418036986495006,76.00505500144641
167595,Q193146,167595,Anthony_Perkins,Anthony Perkins,ACTOR,0.0,M,,False,53,26,Manhattan,40.78333333,-73.96666667,45470.0,United States,1932-04-04,1932.0,Hollywood,34.10166667,-118.32666667,53849.0,United States,1992-09-12,1992.0,United States,United States,False,5.698997089640402,88.0,439238.0,4.064196249866831,75.91337771721815
149813,Q193102,149813,Montgomery_Clift,Montgomery Clift,ACTOR,0.0,M,,False,55,26,"Omaha, Nebraska",41.25,-96.0,46159.0,United States,1920-10-17,1920.0,New York City,40.71274,-74.005974,645042.0,United States,1966-07-23,1966.0,United States,United States,False,5.054956343139505,100.0,448031.0,4.162342236591461,75.72109021969837
158889,Q23844,158889,George_Clooney,George Clooney,ACTOR,0.0,M,,True,97,26,"Lexington, Kentucky",38.02972222,-84.49472222,50352.0,United States,1961-05-06,1961.0,,,,,,,,United States,,False,7.306328626414028,59.0,1514244.0,5.106995656675665,75.42163136556707
18969800,Q483148,18969800,Michael_Clarke_Duncan,Michael Clarke Duncan,ACTOR,0.0,M,,False,79,26,Chicago,41.88194444,-87.62777778,6886.0,United States,1957-12-10,1957.0,Los Angeles,34.05,-118.25,18110.0,United States,2012-09-03,2012.0,United States,,False,6.94359652833268,63.0,1290393.0,4.690786989090073,75.32247797210468
