id,wd_id,wp_id,slug,name,occupation,prob_ratio,gender,twitter,alive,l,hpi_raw,bplace_name,bplace_lat,bplace_lon,bplace_geonameid,bplace_country,birthdate,birthyear,dplace_name,dplace_lat,dplace_lon,dplace_geonameid,dplace_country,deathdate,deathyear,bplace_geacron_name,dplace_geacron_name,is_group,l_,age,non_en_page_views,coefficient_of_variation,hpi
426381,Q164521,426381,George_Best,George Best,SOCCER PLAYER,0.0,M,,False,64,27,Belfast,54.59638889,-5.93,5046.0,United Kingdom,1946-05-22,1946.0,London,51.50722222,-0.1275,17867.0,United Kingdom,2005-11-25,2005.0,United Kingdom,,False,8.401393232458435,74.0,722654.0,3.894355014302633,77.94307788884731
4224,Q171583,4224,Bobby_Charlton,Bobby Charlton,SOCCER PLAYER,0.0,M,sirbobby,True,61,26,Ashington,55.181,-1.568,9383120.0,United Kingdom,1937-10-11,1937.0,,,,,,,,United Kingdom,,False,4.620775126967716,83.0,346717.0,5.298238763328628,74.2227262412529
8618,Q10520,8618,David_Beckham,David Beckham,SOCCER PLAYER,0.0,M,,True,104,25,Leytonstone,51.569,0.01,240225.0,United Kingdom,1975-05-02,1975.0,,,,,,,,United Kingdom,,False,9.421134733270549,45.0,2418939.0,4.899556588598324,73.46939924408076
151903,Q216140,151903,Stanley_Matthews,Stanley Matthews,SOCCER PLAYER,0.0,M,,False,50,25,"Hanley, Staffordshire",53.0246,-2.1729,644530.0,United Kingdom,1915-02-01,1915.0,Stoke-on-Trent,53.0,-2.18333333,173333.0,United Kingdom,2000-02-23,2000.0,United Kingdom,,False,6.497885482049672,105.0,107562.0,3.965211182020594,73.16474456098054
12277,Q213879,12277,Gordon_Banks,Gordon Banks,SOCCER PLAYER,0.0,M,thegordonbanks,False,53,25,Sheffield,53.38333333,-1.46666667,88885.0,United Kingdom,1937-12-30,1937.0,Stoke-on-Trent,53.0,-2.18333333,173333.0,United Kingdom,2019-02-12,2019.0,United Kingdom,,False,6.3376394349388665,83.0,96295.0,4.232937082229967,72.47331010430622
935938,Q233565,935938,Denis_Law,Denis Law,SOCCER PLAYER,0.0,M,,True,47,25,Aberdeen,57.15,-2.11,1627.0,United Kingdom,1940-02-24,1940.0,,,,,,,,United Kingdom,,False,5.943387367506007,80.0,108873.0,3.932388523253005,71.98041400829356
16919,Q187198,16919,Kenny_Dalglish,Kenny Dalglish,SOCCER PLAYER,0.0,M,KennethDalglish,True,52,24,Glasgow,55.860916,-4.251433,68736.0,United Kingdom,1951-03-04,1951.0,,,,,,,,United Kingdom,,False,5.270613688777784,69.0,334238.0,4.486766627829372,70.66693720309304
413285,Q244799,413285,Peter_Shilton,Peter Shilton,SOCCER PLAYER,0.0,M,Peter_Shilton,True,50,23,Leicester,52.63333333,-1.13333333,51155.0,United Kingdom,1949-09-18,1949.0,,,,,,,,United Kingdom,,False,4.89124454557629,71.0,122397.0,4.487120707940657,68.28306755172066
157296,Q207658,157296,Brian_Clough,Brian Clough,SOCCER PLAYER,0.0,M,,False,39,23,Middlesbrough,54.5767,-1.2355,334775.0,United Kingdom,1935-03-21,1935.0,Derby,52.91666667,-1.46666667,18727355.0,United Kingdom,2004-09-20,2004.0,United Kingdom,,False,2.986176217788829,85.0,150576.0,4.641001204281468,68.14545245331703
708834,Q41533,708834,Frank_Lampard,Frank Lampard,SOCCER PLAYER,0.0,M,,True,85,23,Romford,51.5768,0.1801,94264.0,United Kingdom,1978-06-20,1978.0,,,,,,,,United Kingdom,,False,7.094144594361071,42.0,895516.0,5.130772975525704,67.43368242020853
