id,wd_id,wp_id,slug,name,occupation,prob_ratio,gender,twitter,alive,l,hpi_raw,bplace_name,bplace_lat,bplace_lon,bplace_geonameid,bplace_country,birthdate,birthyear,dplace_name,dplace_lat,dplace_lon,dplace_geonameid,dplace_country,deathdate,deathyear,bplace_geacron_name,dplace_geacron_name,is_group,l_,age,non_en_page_views,coefficient_of_variation,hpi
19318,Q4616,19318,Marilyn_Monroe,Marilyn Monroe,ACTOR,0.0,F,,False,178,32,Los Angeles,34.05,-118.25,18110.0,United States,1926-06-01,1926.0,"Brentwood, Los Angeles",34.05194,-118.47306,345873.0,United States,1962-08-04,1962.0,United States,,False,9.732843122219387,94.0,4119072.0,6.367210903181623,89.12374616983585
63390,Q873,63390,Meryl_Streep,Meryl Streep,ACTOR,0.0,F,MerylStreepPage,True,104,29,"Summit, New Jersey",40.715622,-74.364684,125794.0,United States,1949-06-22,1949.0,,,,,,,,United States,,False,8.544422409560607,71.0,2270654.0,4.880509226016534,81.70787151256728
43337,Q56016,43337,Katharine_Hepburn,Katharine Hepburn,ACTOR,0.0,F,,False,91,28,"Hartford, Connecticut",41.7625,-72.67416667,53678.0,United States,1907-05-12,1907.0,"Fenwick, Connecticut",41.27055556,-72.35638889,108779.0,United States,2003-06-29,2003.0,United States,,False,6.310941082124304,113.0,985742.0,5.397204276431753,80.84567984980399
44735,Q228699,44735,Sharon_Tate,Sharon Tate,ACTOR,0.0,F,,False,51,28,Dallas,32.77916667,-96.80888889,53838.0,United States,1943-01-24,1943.0,"Benedict Canyon, Los Angeles",34.097789,-118.430706,2091069.0,United States,1969-08-09,1969.0,United States,,False,6.7746108356758326,77.0,3475346.0,3.777315775747555,80.71916794566425
42620,Q3925,42620,Grace_Kelly,Grace Kelly,ACTOR,0.0,F,,False,93,28,Philadelphia,39.95277778,-75.16361111,50585.0,United States,1929-11-12,1929.0,Princess Grace Hospital Centre,43.7306,7.4114,48911571.0,Monaco,1982-09-14,1982.0,United States,,False,4.7182562186120505,91.0,1863191.0,6.205264873295366,80.35678571740746
63520,Q41142,63520,Jane_Fonda,Jane Fonda,ACTOR,0.0,F,Janefonda,True,82,28,New York City,40.71274,-74.005974,645042.0,United States,1937-12-21,1937.0,,,,,,,,United States,,False,5.221049845575804,83.0,1328711.0,5.612422149017146,79.48123467705345
64965,Q102124,64965,Sigourney_Weaver,Sigourney Weaver,ACTOR,0.0,F,,True,107,27,New York City,40.71274,-74.005974,645042.0,United States,1949-10-08,1949.0,,,,,,,,United States,,False,6.266032243730553,71.0,916936.0,5.69708733296681,77.68089752943291
147368,Q95026,147368,Shirley_MacLaine,Shirley MacLaine,ACTOR,0.0,F,,True,68,27,"Richmond, Virginia",37.53333333,-77.46666667,53274.0,United States,1934-04-24,1934.0,,,,,,,,United States,,False,5.6850117192172815,86.0,551020.0,4.739855752350743,77.27613476347061
277952,Q42745,277952,Rita_Hayworth,Rita Hayworth,ACTOR,0.0,F,,False,89,27,Brooklyn,40.69277778,-73.99027778,47384.0,United States,1918-10-17,1918.0,New York City,40.71274,-74.005974,645042.0,United States,1987-05-14,1987.0,United States,United States,False,4.544537955048842,102.0,557704.0,6.192544486410026,77.17264357390935
202664,Q102642,202664,Diane_Keaton,Diane Keaton,ACTOR,0.0,F,diane_keaton,True,73,27,Los Angeles,34.05,-118.25,18110.0,United States,1946-01-05,1946.0,,,,,,,,United States,,False,5.886264635022287,74.0,987433.0,5.042444713309092,76.96517560492276
63517,Q71206,63517,Bette_Davis,Bette Davis,ACTOR,0.0,F,,False,82,27,"Lowell, Massachusetts",42.63944444,-71.31472222,116848.0,United States,1908-04-05,1908.0,Neuilly-sur-Seine,48.8881,2.2686,234647.0,France,1989-10-06,1989.0,United States,,False,4.7001628736333085,112.0,477163.0,5.816105459759906,76.86958998026495
42621,Q34460,42621,Gwyneth_Paltrow,Gwyneth Paltrow,ACTOR,0.0,F,GwynethPaltrow,True,110,27,Los Angeles,34.05,-118.25,18110.0,United States,1972-09-27,1972.0,,,,,,,,United States,,False,13.74178406185968,48.0,1719511.0,3.2267800536782145,76.85248254858818
59216,Q14441,59216,Liza_Minnelli,Liza Minnelli,ACTOR,0.0,F,,True,72,26,Los Angeles,34.05,-118.25,18110.0,United States,1946-03-12,1946.0,,,,,,,,United States,,False,5.220854588869424,74.0,1093061.0,5.147855813954823,76.50280126621414
42104,Q44380,42104,Cameron_Diaz,Cameron Diaz,ACTOR,0.0,F,camerondiaz,True,90,26,San Diego,32.715,-117.1625,28504.0,United States,1972-08-30,1972.0,,,,,,,,United States,,False,14.29860620541009,48.0,1828833.0,2.8663081041882936,76.50105427627047
